-3.246929931640625000e+02 7.394944458007812500e+02 9.764040527343750000e+02 5.856981201171875000e+02 5.960015258789062500e+02 7.637999267578125000e+02 6.327714233398437500e+02 1.561301879882812500e+02 1.526106872558593750e+02 -1.686130981445312500e+02 6.965181274414062500e+02 -1.471404296875000000e+03 -1.212639404296875000e+03 1.670185546875000000e+02 -2.563295364379882812e+01 3.791961059570312500e+02 6.754505920410156250e+01 -2.261399841308593750e+02 -1.238633956909179688e+02 1.661309356689453125e+02 -2.484043884277343750e+01 3.226474304199218750e+02 7.440597534179687500e+01 3.705729370117187500e+02 5.531329345703125000e+02 3.659130249023437500e+02 -3.231432189941406250e+02 -1.785460205078125000e+02 -2.879963684082031250e+02 -1.058519515991210938e+02 1.287920684814453125e+02 -7.376805877685546875e+01 -6.530162048339843750e+01 -3.643081359863281250e+02 -4.901575317382812500e+02 -9.512123870849609375e+01 -9.600422973632812500e+02 -9.076209716796875000e+02 -5.237793579101562500e+02 -6.347324218750000000e+02 -4.696580810546875000e+02 -1.687517242431640625e+02
4.405758666992187500e+01 4.551203308105468750e+02 1.248478393554687500e+03 6.575998535156250000e+02 6.414627075195312500e+02 8.586823120117187500e+02 5.265491943359375000e+02 4.245128173828125000e+02 1.872750701904296875e+02 2.798987426757812500e+02 2.682527770996093750e+02 -2.191992492675781250e+02 -1.547733642578125000e+03 1.096066055297851562e+02 6.037987899780273438e+01 4.128945617675781250e+02 2.904905700683593750e+02 -1.816600227355957031e+01 -9.183926391601562500e+01 3.455929565429687500e+02 -2.431536407470703125e+02 1.286223297119140625e+02 3.142730712890625000e+02 -2.043638610839843750e+02 -4.782659530639648438e+01 1.123710098266601562e+02 -2.374696044921875000e+02 -1.898301506042480469e+01 3.732485656738281250e+02 7.931340026855468750e+01 -4.206170349121093750e+02 -3.258716430664062500e+02 -1.062216796875000000e+02 -7.607643432617187500e+02 -4.912651367187500000e+02 -2.798316040039062500e+02 -1.825906829833984375e+02 -7.646913452148437500e+02 -4.822596435546875000e+02 -3.908187866210937500e+02 -9.968582153320312500e+01 -4.656995544433593750e+02
8.994168701171875000e+02 3.562347412109375000e+02 9.685434570312500000e+02 7.613532714843750000e+02 8.574385375976562500e+02 8.795456542968750000e+02 8.673287353515625000e+02 5.603952636718750000e+02 4.488984985351562500e+02 9.984992675781250000e+02 5.995742797851562500e+02 5.340682983398437500e+02 -1.781604248046875000e+03 -8.040751342773437500e+02 2.912702331542968750e+02 2.416539001464843750e+02 2.677871093750000000e+02 2.749584960937500000e+02 -9.485366821289062500e+00 -2.532871246337890625e+02 -6.282732009887695312e+01 1.215450286865234375e+02 2.456551971435546875e+02 -7.731371307373046875e+01 1.098384933471679688e+02 2.634418334960937500e+02 -3.361420593261718750e+02 3.121995544433593750e+02 3.057319641113281250e+02 1.287591857910156250e+02 -2.308494415283203125e+02 -4.412185058593750000e+02 -4.965128173828125000e+02 -8.323470458984375000e+02 -7.115100097656250000e+02 -2.740456542968750000e+02 -2.357159576416015625e+02 -2.241523170471191406e+01 -5.461247634887695312e+01 -9.867974090576171875e+01 -2.651304321289062500e+02 -8.913267822265625000e+02
5.781737670898437500e+02 4.054113159179687500e+02 9.417542724609375000e+02 1.142303833007812500e+03 1.055293701171875000e+03 2.268251342773437500e+02 6.071333618164062500e+02 5.064679565429687500e+02 1.090645507812500000e+03 5.213681030273437500e+02 6.253184814453125000e+02 6.722860717773437500e+02 -6.226354980468750000e+02 -1.437911132812500000e+03 3.703548583984375000e+02 1.223072242736816406e+01 5.135009765625000000e+02 8.853274536132812500e+01 4.752936553955078125e+01 9.291444396972656250e+01 6.509819793701171875e+01 4.928179168701171875e+01 3.539933471679687500e+02 2.323505554199218750e+02 -1.815109710693359375e+02 -2.291853942871093750e+02 -3.279619979858398438e+01 9.661688232421875000e+02 -4.506309814453125000e+02 -3.907981872558593750e+02 -4.089839782714843750e+02 -2.685425415039062500e+02 -4.321129455566406250e+02 -1.727058105468750000e+02 -2.236192932128906250e+02 -8.856611633300781250e+01 6.841984558105468750e+01 -3.317116394042968750e+02 -1.484134368896484375e+02 1.476379852294921875e+02 -6.103684082031250000e+02 -2.960421142578125000e+02
1.483145141601562500e+02 2.682242126464843750e+02 1.402801818847656250e+02 8.685169067382812500e+02 8.458276367187500000e+02 5.316618041992187500e+02 9.649155273437500000e+02 1.231900756835937500e+03 1.391971435546875000e+03 8.976304321289062500e+02 6.084161987304687500e+02 9.727835083007812500e+02 6.389938354492187500e+02 -1.926578979492187500e+03 -2.634786071777343750e+02 3.201789474487304688e+01 6.984043579101562500e+02 3.079539794921875000e+02 8.688261032104492188e+00 9.761919975280761719e-01 2.795260620117187500e+02 1.888767852783203125e+02 6.114980468750000000e+02 4.925489425659179688e+01 -3.604092102050781250e+02 -2.905067749023437500e+02 5.151233520507812500e+02 9.001939697265625000e+02 5.876149368286132812e+01 2.342980957031250000e+02 1.045101013183593750e+02 1.580673370361328125e+02 -7.216662597656250000e+01 1.497024688720703125e+02 -5.063963317871093750e+02 -1.022851028442382812e+02 6.394153594970703125e+01 -2.391698303222656250e+02 -4.681563415527343750e+02 -3.308304977416992188e+01 -2.504173889160156250e+02 5.589356613159179688e+01
1.448526000976562500e+02 1.030173683166503906e+01 -4.866728210449218750e+02 8.502565917968750000e+02 9.587636108398437500e+02 7.588560791015625000e+02 8.278594360351562500e+02 9.840516357421875000e+02 1.421609375000000000e+03 8.732352294921875000e+02 3.435713500976562500e+02 4.806051635742187500e+02 7.889245605468750000e+02 -1.478578125000000000e+03 -8.512479858398437500e+02 3.660455322265625000e+02 2.211586303710937500e+02 -1.847405242919921875e+02 -3.532708358764648438e+01 9.408146667480468750e+01 2.743934020996093750e+02 1.077393875122070312e+02 5.368142700195312500e+02 6.151377487182617188e+01 3.927979660034179688e+01 1.213551330566406250e+01 1.456631774902343750e+02 -6.897785949707031250e+01 6.115360717773437500e+02 -1.010166263580322266e+01 4.999688110351562500e+02 4.097791748046875000e+02 7.830699920654296875e+01 -3.039541625976562500e+02 -1.313622436523437500e+02 -2.122822570800781250e+02 4.948763122558593750e+02 -2.299864501953125000e+02 -4.917390747070312500e+02 -3.245661621093750000e+02 -3.321022949218750000e+02 -4.210368728637695312e+01
-3.580380859375000000e+02 -1.250916366577148438e+02 -3.226412963867187500e+02 9.716482543945312500e+02 1.148367065429687500e+03 1.122854980468750000e+03 1.265464965820312500e+03 1.134979736328125000e+03 1.514111572265625000e+03 6.888152465820312500e+02 7.768477172851562500e+02 7.851838989257812500e+02 1.008327087402343750e+03 1.981356658935546875e+02 -1.758811767578125000e+03 2.433093566894531250e+02 -3.196990776062011719e+01 -1.079590797424316406e+01 -2.223654937744140625e+02 -1.473966064453125000e+02 3.981034240722656250e+02 1.362107238769531250e+02 2.344915466308593750e+02 3.934322509765625000e+02 3.226878967285156250e+02 3.644415893554687500e+02 1.970114440917968750e+02 9.260908813476562500e+02 6.293836059570312500e+02 3.551629943847656250e+02 5.291516113281250000e+02 6.508685302734375000e+02 1.031520767211914062e+02 3.641081848144531250e+02 -3.216101684570312500e+02 -1.229681320190429688e+02 3.325276184082031250e+02 5.077391357421875000e+02 -4.247218627929687500e+02 -2.262267761230468750e+02 -1.406949615478515625e+02 -2.427393493652343750e+02
-1.397609615325927734e+01 -7.176441192626953125e+01 -1.938306999206542969e+01 -2.776322631835937500e+02 8.988718261718750000e+02 7.863764038085937500e+02 7.038042602539062500e+02 9.651201171875000000e+02 1.073372802734375000e+03 1.001614440917968750e+03 7.471302490234375000e+02 3.335328979492187500e+02 1.069347167968750000e+03 1.315193481445312500e+03 -1.808518188476562500e+03 -9.826127624511718750e+01 2.255525054931640625e+02 1.345375976562500000e+02 2.425310821533203125e+02 -2.218007965087890625e+02 1.203633651733398438e+02 -9.619149017333984375e+01 1.852534179687500000e+02 3.562556152343750000e+02 3.607000732421875000e+02 4.536202392578125000e+02 7.493773803710937500e+02 1.485275756835937500e+03 1.980473022460937500e+03 1.321984985351562500e+03 1.086415161132812500e+03 7.516007690429687500e+02 -2.160072021484375000e+02 1.285794372558593750e+02 -4.011104125976562500e+02 -1.856020965576171875e+02 -1.415960540771484375e+02 2.083898315429687500e+02 2.079135513305664062e+01 -6.981828613281250000e+02 -8.576063842773437500e+02 -5.593948364257812500e+02
-9.657144927978515625e+01 7.844158172607421875e+01 -1.139409446716308594e+01 -6.464125976562500000e+02 8.275986328125000000e+02 4.696704406738281250e+02 6.266599731445312500e+02 8.663770141601562500e+02 9.658663940429687500e+02 5.919310302734375000e+02 7.652456665039062500e+02 7.504909667968750000e+02 7.448301391601562500e+02 9.626811523437500000e+02 -1.265229492187500000e+03 -4.799609680175781250e+02 3.106795959472656250e+02 1.458425445556640625e+02 1.988399353027343750e+02 2.095242004394531250e+02 -1.167221908569335938e+02 -2.308101348876953125e+02 2.823574218750000000e+02 6.549700317382812500e+02 8.170725097656250000e+02 1.079088623046875000e+03 1.680165771484375000e+03 2.395262451171875000e+03 3.848810058593750000e+03 3.542466552734375000e+03 1.783927490234375000e+03 1.319941650390625000e+03 2.380248870849609375e+02 1.870261383056640625e+01 2.045805664062500000e+02 1.996844635009765625e+02 -2.034730987548828125e+02 2.882713623046875000e+02 -1.016154632568359375e+02 -6.628264770507812500e+02 -7.685664672851562500e+02 -1.475803089141845703e+01
-1.304183807373046875e+02 -3.165247802734375000e+02 3.739418029785156250e+02 1.740707550048828125e+02 4.446598205566406250e+02 5.792738647460937500e+02 5.065152893066406250e+02 9.991835937500000000e+02 2.338662719726562500e+02 7.367639160156250000e+02 8.760172119140625000e+02 1.182927734375000000e+03 5.313453979492187500e+02 1.234964965820312500e+03 3.911855773925781250e+02 -1.994887207031250000e+03 5.205233764648437500e+02 3.943724670410156250e+02 3.071526794433593750e+02 3.807902832031250000e+02 1.495455932617187500e+02 5.378831787109375000e+02 1.123138183593750000e+03 1.457050537109375000e+03 1.817516357421875000e+03 3.138745849609375000e+03 4.125608886718750000e+03 4.737866210937500000e+03 5.052126953125000000e+03 4.446385253906250000e+03 2.148651611328125000e+03 1.019767944335937500e+03 4.045414428710937500e+02 -2.145953369140625000e+02 1.541484069824218750e+02 -9.049901580810546875e+01 -1.925111579895019531e+01 2.065200653076171875e+02 2.036339721679687500e+02 -6.231006469726562500e+02 -5.179803466796875000e+02 -5.614140625000000000e+02
